movieId,title,genres
94867,"Pact, The (2012)",Horror|Mystery|Thriller
94891,Phyllis and Harold (2008),Documentary
94893,Letters to God (2010),Children|Drama
94896,Bernie (2011),Comedy|Crime|Drama
94900,Desi Boyz (2011),Comedy|Drama
94902,Ten North Frederick (1958),Drama|Romance
94904,3 A.M. (2001),Crime|Mystery|Romance
94917,Deadline - U.S.A. (1952),Crime|Drama
94919,Inhale (2010),Drama|Thriller
94924,Rated X: A Journey Through Porn (1999),Documentary
94928,Just Friends? (2010),Romance
94931,Take This Waltz (2011),Drama|Romance
94933,Berlin 36 (2011),Drama
94939,Sound of Noise (2010),Comedy|Crime|Musical
94941,"Blot, The (1921)",Drama
94945,Dr. Crippen (1964),Crime|Drama
94949,Boy Meets Boy (2008),Romance
94951,Dickson Experimental Sound Film (1894),Musical
94953,Wanderlust (2012),Comedy
94955,Harriet Craig (1950),Drama
94957,Ladies They Talk About (1933),Drama|Romance
94959,Moonrise Kingdom (2012),Comedy|Drama|Romance
94965,There Be Dragons (2011),Drama|War
94967,Texas Killing Fields (2011),Crime|Drama|Thriller
94969,Kahaani (2012),Crime|Drama|Thriller
94972,"Best of Ernie and Bert, The (1988)",Children
94974,Superman vs. The Elite (2012),Action|Animation
94978,I Wish (Kiseki) (2011),Children|Drama
94980,Stavisky... (1974),Crime|Drama
94982,Never Take Candy from a Stranger (Never Take Sweets from a Stranger) (1960),Drama|Thriller
94985,Get the Gringo (2012),Action|Crime|Drama|Thriller
94987,Suicide Manual (Jisatsu manyaru) (2003),Horror|Mystery|Thriller
94989,"Keeper, The (2009)",Action|Crime|Thriller
94998,5 Days of War (2011),Action|Drama|War
95000,"Life, Above All (2010)",Drama
95002,Contagion / Bio Slime (2010),Horror
95004,Superman/Doomsday (2007) ,Action|Animation
95007,Entr'acte (1924),Comedy|Drama
95010,"Lake, A (Un lac) (2008)",Drama
95012,Tracy Morgan: Black and Blue (2010),Comedy
95014,"Importance of Tying Your Own Shoes, The (Hur många lingon finns det i världen?) (2011)",Drama
95016,"Peach Thief, The (Kradetzat na praskovi) (1964)",Drama|Romance|War
95018,Salomè (1972),Drama
95021,Outer Space (2000),Animation|Horror
95023,"Jew in the Lotus, The (1998)",Documentary
95026,Exporting Raymond (2010),Comedy|Documentary
95028,Appointment with Danger (1951),Crime|Drama|Film-Noir
95032,Vares: The Kiss of Evil (Vares - Pahan suudelma) (2011),Action|Crime|Film-Noir
95034,"Few Best Men, A (2011)",Comedy
95036,Late Bloomers (2011),Drama
95052,Cord (Hide and Seek) (2000),Crime|Drama|Thriller
95054,"Deadly Tower, The (1975)",Action|Drama|Thriller
95058,Cosmopolis  (2012),Drama
95064,House of the Rising Sun (2011),Action|Crime|Drama|Thriller
95067,"Thousand Words, A (2012)",Comedy|Drama
95069,Chimpanzee (2012),Documentary
95085,Love's Deadly Triangle: The Texas Cadet Murder (1997),Drama
95088,Safety Not Guaranteed (2012),Comedy|Drama
95105,Madagascar 3: Europe's Most Wanted (2012),Adventure|Animation|Children|Comedy|IMAX
95107,Bunnyman (2009),Horror
95109,Athena (1954),Comedy|Musical|Romance
95111,"Lawless, The (1950)",Drama
95113,Eaux d'artifice (1953),Fantasy
95115,Inauguration of the Pleasure Dome (1954),Fantasy
95133,Blackthorn (2011),Western
95135,Your Sister's Sister (2011),Comedy|Drama
95137,"Needle, The (Igla) (1988)",Drama|Thriller
95139,"Beekeeper, The (O melissokomos) (1986)",Drama
95145,Dragon Ball: The Curse Of The Blood Rubies (Doragon bôru: Shenron no densetsu) (1986),Action|Adventure|Animation|Children
95147,Dragon Ball: Sleeping Princess in Devil's Castle (Doragon bôru: Majinjô no nemuri hime) (1987),Action|Adventure|Animation|Children
95149,Superman/Batman: Public Enemies (2009),Action|Animation|Fantasy
95151,Dead Space: Aftermath (2011),Animation|Horror|Sci-Fi
95153,Iria: Zeiram the Animation (1993) ,Action|Animation|Horror|Sci-Fi|Thriller
95157,Secuestrados (Kidnapped) (2010),Horror|Thriller
95159,This Special Friendship (Les amitiés particulières) (1964),Drama
95163,Dragon Ball: Mystical Adventure (Doragon bôru: Makafushigi dai bôken) (1988),Action|Adventure|Animation|Children
95165,Dragon Ball Z the Movie: The World's Strongest (a.k.a. Dragon Ball Z: The Strongest Guy in The World) (Doragon bôru Z: Kono yo de ichiban tsuyoi yatsu) (1990),Action|Adventure|Animation|Sci-Fi|Thriller
95167,Brave (2012),Action|Adventure|Animation|Children
95170,Beauty and the Beast: The Enchanted Christmas (1997),Animation|Children|Fantasy|Musical
95175,Front of the Class (2008),Drama
95177,Alcina (2000),Drama|Fantasy|Romance
95179,"Pet, The (2006)",Drama|Thriller
95182,Dragon Ball Z the Movie: The Tree of Might (Doragon bôru Z 3: Chikyû marugoto chô kessen) (1990),Action|Adventure|Animation|Sci-Fi
95185,Dangerous Liaisons (2007),Comedy|Crime|Drama|Mystery
95193,Pocahontas II: Journey to a New World (1998) ,Adventure|Animation|Children
95197,Bel Ami (2012),Drama|Romance
95199,What to Expect When You're Expecting (2012),Comedy|Drama|Romance
95201,To Rome with Love (2012),Comedy
95205,Don't Drink the Water (1969),Comedy
95207,Abraham Lincoln: Vampire Hunter (2012),Action|Fantasy|Horror|Thriller
95214,Mad Dog Coll (1961),Crime|Drama
95216,Winning (1969),Action|Drama
95218,First Position (2011),Documentary
95223,4.3.2.1 (2010),Crime|Thriller
95230,Macbeth in Manhattan (1999),Drama
95232,Beauty #2 (1965),Drama
95234,Wings in the Dark (1935),Adventure|Romance
95237,Detention (2012),Comedy|Horror
95285,Nina Frisk (2007),Comedy|Drama
95288,Confession (1937),Drama
95290,Kind Lady (1935),Drama|Thriller
95294,Planet B-Boy (2007),Documentary
95296,For Greater Glory: The True Story of Cristiada (2012),Drama|War
95298,Woochi: The Demon Slayer (2009),Action|Comedy|Fantasy
95300,Scusa ma ti chiamo amore (2008),Romance
95302,Torpedo Bombers (Torpedonostsy) (1983),Drama|War
95305,Taxi Hunter (Di shi pan guan) (1993),Action
95307,Rock of Ages (2012),Comedy|Drama|Musical|IMAX
95309,Seeking a Friend for the End of the World (2012),Comedy|Drama|Romance
95311,Presto (2008),Animation|Children|Comedy|Fantasy
95313,Jack-Jack Attack (2005),Adventure|Animation|Children|Comedy
95352,Jekyll & Hyde (1990),Horror
95375,Boundin' (2003),Animation|Children
95377,One Man Band (2005),Animation|Comedy|Musical
95425,"Map For Saturday, A (2007)",Documentary
95427,"Silent Scream, The (1980)",Horror|Thriller
95441,Ted (2012),Comedy|Fantasy
95443,"Giant Mechanical Man, The (2012)",Comedy|Drama|Romance
95446,Tin Toy (1988),Animation|Children
95449,Magic Mike (2012),Drama|Romance
95461,Revenge of the Electric Car (2011),Documentary
95473,Dragon Ball Z: The Return of Cooler (Doragon bôru Z 6: Gekitotsu! Hyakuoku pawâ no senshi) (1992),Action|Adventure|Animation
95475,Dragon Ball Z: Cooler's Revenge (Doragon bôru Z 5: Tobikkiri no saikyô tai saikyô) (1991),Action|Adventure|Animation
95477,Blood of the Vampire (1958),Horror|Sci-Fi
95480,Disneyland Dream (1956),Documentary
95482,Disney Sing Along Songs: Under the Sea (1990),Animation|Children|Musical
95484,Pulgasari (1985),Action|Drama|Fantasy
95486,"Toughest Man in the World, The (1984)",Comedy|Drama
95488,On the Road (2012),Adventure|Drama
95491,Norman (2010),Comedy|Drama
95494,Joffrey: Mavericks of American Dance (2012),Documentary
95497,Dragon Ball Z: Super Android 13! (Doragon bôru Z 7: Kyokugen batoru!! San dai sûpâ saiyajin) (1992),Action|Adventure|Animation
95499,Dragon Ball Z: Broly - The Legendary Super Saiyan (Doragon bôru Z 8: Moetsukiro!! Nessen retsusen-chô gekisen) (1993),Action|Adventure|Animation
95504,Virtual JFK: Vietnam If Kennedy Had Lived (2008),Documentary
95506,Extraterrestrial (Extraterrestre) (2011),Comedy|Drama|Sci-Fi
95508,Cleanskin (2012),Crime|Drama|Thriller
95510,"Amazing Spider-Man, The (2012)",Action|Adventure|Sci-Fi|IMAX
95517,"Barchester Chronicles, The (1982)",Drama
95519,Dragon Ball Z: Bojack Unbound (Doragon bôru Z 9: Ginga girigiri!! Butchigiri no sugoi yatsu) (1993),Action|Adventure|Animation|Fantasy
95521,Reminiscences of a Journey to Lithuania (1972),Documentary
95524,Noroi: The Curse (2005) ,Horror
95529,ID:A (2011),Crime|Thriller
95531,"Koruto wa ore no pasupooto (Colt Is My Passport, A) (1967)",Action|Crime|Drama
95533,Coup de grâce (Der Fangschuß) (1976),Drama|War
95539,Wrong Turn 3: Left for Dead (2009),Horror
95541,Blacksmith Scene (1893),(no genres listed)
95543,Ice Age 4: Continental Drift (2012),Adventure|Animation|Comedy
95558,Beasts of the Southern Wild (2012),Drama|Fantasy
95560,Dangerous Davies: The Last Detective (1981),Comedy|Crime
95563,Dynamite (1929),Drama
95565,"Day the Fish Came Out, The (1967)",Comedy|Sci-Fi
95567,People Like Us (2012),Drama
95570,Crazed Fruit (Kurutta kajitsu) (1956),Drama
95572,Cruel Gun Story (Kenjû zankoku monogatari) (1964),Action|Crime|Thriller
95574,Flame and Women (Honô to onna) (1967) ,Drama
95576,Euridice BA 2O37 (Evridiki BA 2O37) (1975),Drama
95578,"Stoplight Society, The (La Sociedad del Semáforo) (2010)",Drama
95581,"Flying Fleet, The (1929)",Adventure|Drama|Romance
95583,Savages (2012),Crime|Drama|Thriller
95588,Balto: Wolf Quest (2002) ,Adventure|Animation|Children
95591,Rat King (2012),Mystery|Thriller
95595,Bela Kiss: Prologue (2013),Horror|Mystery|Thriller
95597,Ticket To Romance (En enkelt til Korsør) (2008),Comedy|Drama|Romance
95600,Candles on Bay Street (2006) ,Drama
95602,Once Upon a Time in Phuket (En gång i Phuket) (2011),Comedy
95604,The War (2007),Documentary|War
95606,Thomas Jefferson (1997),Documentary
95611,Mooz-lum (2011),Drama
95613,"Union, The (2011)",Documentary
95615,"Miser, The (L'avare) (1980)",Comedy
95617,Scorcher (2002),Action|Sci-Fi
95624,"Firm, The (2009)",Drama
95628,Red's Dream (1987),Animation|Children
95652,"Fatal Hour, The (1940)",Crime|Mystery|Thriller
95654,Geri's Game (1997),Animation|Children
95658,My Last Day Without You (Nie mehr ohne Dich) (2011),Comedy|Drama|Romance
95670,Tyler Perry's Madea's Witness Protection (2012),Comedy
95672,"Black Windmill, The (1974)",Crime|Drama
95688,"Good Night to Die, A (2003)",Action|Comedy|Crime|Thriller
95690,Some Guy Who Kills People (2011),Comedy|Thriller
95695,"Five Minarets in New York (Act of Vengeance) (Terrorist, The) (2010)",Drama
95705,Sasori (2008),Action
95717,Treasure Island (2012),Adventure
95720,"Watch, The (2012)",Comedy|Sci-Fi
95732,Vampires (2010),Comedy|Fantasy|Horror
95735,"Drive, He Said (1971)",Comedy|Drama
95738,"Adventures of Mary-Kate and Ashley, The: The Case of the Christmas Caper (1995)",Children|Musical|Mystery
95740,"Adventures of Mary-Kate and Ashley, The: The Case of the United States Navy Adventure (1997)",Children|Musical|Mystery
95742,Someday This Pain Will Be Useful to You (2011),Drama
95744,2 Days in New York (2012),Comedy
95746,Radio On (1980),Drama
95748,2010: Moby Dick (2010),Action|Adventure|Thriller
95750,Promise of the Flesh (Yukcheui yaksok) (1975),(no genres listed)
95752,Terminal USA (1993),Comedy
95754,From Beginning to End (Do Começo ao Fim) (2009),Drama|Romance
95756,"Cat in the Hat, The (1971)",Animation|Children
95758,"Ultramarathon Man: 50 Marathons, 50 States, 50 Days (2008)",Documentary
95761,Killer Joe (2011),Crime|Thriller
95765,Yertle the Turtle and Other Stories (1992),Animation|Children
95767,Power (Jew Süss) (1934),Drama|Romance
95769,"Gospel of Judas, The (2006)",Documentary
95771,Dragon Ball Z: Broly Second Coming (Doragon bôru Z 10: Kiken na futari! Sûpâ senshi wa nemurenai) (1994),Action|Adventure|Animation
95773,King of Thorn (King of Thorns) (Ibara no O) (2009),Adventure|Animation|Horror|Sci-Fi|Thriller
95776,Bob Funk (2009),Comedy|Romance
95780,Dragon Ball Z: Bio-Broly (Doragon bôru Z 11: Sûpâ senshi gekiha! Katsu no wa ore da) (1994),Action|Adventure|Animation
95782,Dragon Ball Z: Fusion Reborn (Doragon bôru Z 12: Fukkatsu no fyushon!! Gokû to Bejîta) (1995),Action|Adventure|Animation
95784,Intohimon vallassa (1947),Drama|Romance
95794,"Lost, Lost, Lost (1976) ",Documentary
95796,Anaconda III (2008),Action|Horror|Sci-Fi
95804,Wild Bill (2011),Crime|Drama
95814,Pete Smalls Is Dead (2010),Comedy
95816,Being Flynn (2012),Comedy|Drama
95830,"Drum, The (Drums) (1938)",Adventure|War
95832,Elephant Boy (1937),Adventure|Drama
95835,"Forger, The (2012)",Drama
95837,"Child's Christmas in Wales, A (1987)",Children|Drama
95839,"Christmas Carol, A (1999)",Drama|Fantasy
95843,Goodbye Charlie (1964),Comedy|Fantasy|Romance
95854,Rage (Rabia) (2009),Romance|Thriller
95856,Knick Knack (1989),Animation|Children
95858,For the Birds (2000),Animation|Children|Comedy
95873,Ruby Sparks (2012),Comedy|Fantasy|Romance
95875,Total Recall (2012),Action|Sci-Fi|Thriller
95890,Le Donk & Scor-zay-zee (2009),Comedy
95896,388 Arletta Avenue (2011),Thriller
95898,"Craigslist Killer, The (2011) ",Crime|Drama|Thriller
95901,Mysterious Origins of Man (1996),Documentary
95926,"Monitor, The (Babycall) (2011)",Horror|Thriller
95932,"Fantastic Four, The (1994)",Action|Adventure|Fantasy|Sci-Fi
95935,Bertie and Elizabeth (2002),Drama
95937,Infection (Kansen) (2004),Drama|Horror
95939,"Angels' Share, The (2012)",Comedy|Drama
95941,Carbon Nation (2010),Documentary
95945,"Dangerous Man, A (2009)",Action|Crime|Thriller
95949,"Immature, The (Immaturi) (2011)",Comedy
95961,Morning of the Earth (1971),Documentary
95963,Dragon Ball Z: Wrath of the Dragon (Doragon bôru Z 13: Ryûken bakuhatsu!! Gokû ga yaraneba dare ga yaru) (1995),Action|Adventure|Animation
95965,Dragon Ball Z: Bardock - The Father of Goku (Doragon bôru Z: Tatta hitori no saishuu kessen - Furiiza ni itonda Z senshi Kakarotto no chichi) (1990),Action|Adventure|Animation
95967,Marriage Retreat (2011),Comedy|Drama
95969,Vampire Journals (1997),Fantasy|Horror
95971,Dikkenek (2006),Comedy
95973,"Classe américaine, La (a.k.a. Le grand détournement) (1993)",Comedy
95975,"Necessary Death, A (2008)",Crime|Drama|Thriller
95977,Junior Prom (1946),Documentary
95979,Oranges (2004),Drama
95982,"Killing Machine, The (Icarus) (2010)",Action|Drama|Thriller
95984,In the Name of the King 2: Two Worlds (2011),Action|Adventure|Drama|Fantasy
96002,"Tür, Die (Door, The) (2009)",Drama|Mystery|Sci-Fi
96004,Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993),Action|Adventure|Animation
96007,Dragon Ball GT: A Hero's Legacy (Doragon bôru GT: Gokû gaiden! Yûki no akashi wa sû-shin-chû) (1997),Action|Adventure|Animation
96009,"Kiss, The (1896)",Romance
96018,Decoding the Past: Secrets of the Koran (2006),Documentary
96020,Sidewalls (Medianeras) (2011),Drama
96022,Dick Tracy vs. Cueball (1946),Action|Crime|Mystery
96024,Stash House (2012),Thriller
96026,One in the Chamber (2012),Action|Crime|Thriller
96028,Decoys 2: Alien Seduction (2007) ,Horror|Sci-Fi|Thriller
96030,"Weekend It Lives, The (Ax 'Em) (1992)",Horror
96034,Hierro (2009) ,Mystery|Thriller
96052,"Tortoise and the Hare, The (1935)",Animation|Children|Comedy
96054,Steak (2007),Comedy
96056,"Legend of Bigfoot, The (1976)",Documentary
96058,Neil Young Journeys (2012),Documentary
96060,"Capture of Bigfoot, The (1979)",Adventure|Horror|Sci-Fi
96062,Jekyll (2007),Crime|Horror|Thriller
96064,Dragon Eyes (2012),Action|Crime|Drama
96066,"Love, Wedding, Marriage (2011)",Comedy|Romance
96069,"Little Mermaid: Ariel's Beginning, The (2008)",Animation|Children|Fantasy
96071,Bag It (2010),Documentary
96075,Bleak House (2005),Drama
96079,Skyfall (2012),Action|Adventure|Thriller|IMAX
96082,"Thrushes Are Still Singing, The (Ta kourelia tragoudane akoma...) (1979)",Adventure|Crime|Drama
96084,Hands Over the City (Le mani sulla città) (1963),Drama
96086,"Householder, The (Gharbar) (1963)",Comedy|Drama
96096,Mais qui a tué Pamela Rose? (2003),Comedy
96098,Louise-Michel (2008),Comedy
96105,Forest Warrior (1996),Action|Adventure|Comedy|Western
96110,"Campaign, The (2012)",Comedy
96112,Taistelu Näsilinnasta 1918 (2012),War
96114,Brake (2012),Crime|Thriller
96121,Hope Springs (2012),Comedy|Drama
96131,K-20: The Fiend with Twenty Faces (2008),Action|Adventure|Crime
96144,Warning from Space (Uchûjin Tôkyô ni arawaru) (1956),Sci-Fi
96146,Logan's War: Bound by Honor (1998),Action|Drama|Thriller
96148,"President's Man: A Line in the Sand, The (2002)",Action|Drama|Thriller
96150,"Queen of Versailles, The (2012)",Documentary
96160,33 Postcards (2011),Drama
96170,"Cutter, The (2005)",Action|Drama|Thriller
96176,Tender Comrade (1943),Drama|Romance
96179,Amish Grace (2010),Drama
96181,Female Agents (Les femmes de l'ombre) (2008),Drama|War
96193,Captain Video: Master of the Stratosphere (1951),Adventure|Sci-Fi
96195,Run Sister Run! (2010),Drama
96197,Secret Reunion (Ui-hyeong-je) (2010),Drama|Thriller
96200,War of the Dead - Stone's War (2011) ,Action|Adventure|Horror|Sci-Fi|Thriller|War
96210,Super Rich: The Greed Game (2008),Documentary
96212,"One Percent, The (2006)",Documentary
96214,Primal (2010),Horror|Thriller
96216,Dreams That Money Can Buy (1947),Fantasy
96218,Profound Desires of the Gods (Kamigami no fukaki yokubo) (1968) ,Drama
96221,"See You in Hell, My Darling (Tha se do stin Kolasi, agapi mou) (1999)",Crime|Horror|Thriller
96223,"Rickshaw Man, The (Muhomatsu no issho) (1958)",Comedy|Drama
96225,Identification Marks: None (Rysopis) (1965) ,Drama
96227,I Am Waiting (Ore wa matteru ze) (1957),Crime|Drama
96239,Chillerama (2011),Comedy|Horror
96242,Viimeiset rotannahat (1985) ,Comedy
96246,In Eagle Shadow Fist (Ding tian li di) (Fist of Anger) (1973),Action|Drama|War
96250,K.G. (Karate Girl) (2011),Action
96252,I Am Bruce Lee (2011),Documentary
96255,On Top of the Whale (Het dak van de Walvis) (1982),Fantasy
96257,Heroic Purgatory (Rengoku eroica) (1970),Drama
96259,Beloved (Les bien-aimées) (2011),Drama|Musical|Romance
96264,Wagner's Dream (2012),Documentary
96266,Little Birds (2011),Drama
96273,I Hate But Love (Nikui an-chikushô) (1962),Action|Comedy|Drama|Romance
96275,In Custody (1994),Comedy|Drama
96277,"Rumble in Hong Kong (Nu jing cha) (Heroine, The) (1973)",Action|Crime
96281,ParaNorman (2012),Adventure|Animation|Comedy
96283,Diary of a Wimpy Kid: Dog Days (2012),Children|Comedy
96286,How Bruce Lee Changed the World (2009),Documentary
96288,"Rites of May, The (Itim) (1977) ",Drama|Horror|Thriller
96290,Opfergang (1944),Drama
96292,Immensee (1943),Drama
96294,Bells of Innocence (2003),Horror
96296,Piled Higher and Deeper (2011),Comedy
96298,El Hada Buena - Una Fábula Peronista (2010),Comedy|Sci-Fi
96300,Operación Cannabis (2009),Action|Adventure|Comedy|Crime
96302,War of the Arrows (Choi-jong-byeong-gi Hwal) (2011),Action
96304,Hara-Kiri: Death of a Samurai (2011),Drama
96306,Goats (2012),Comedy
96314,Celeste and Jesse Forever (Celeste & Jesse Forever) (2012),Comedy|Drama|Romance
96316,Aliisa (1970),Drama
96337,Our Children (À perdre la raison) (2012),Drama
96347,Endeavour (2012),Crime|Drama|Mystery
96367,Hit and Run (Hit & Run) (2012),Action|Comedy|Romance
96370,Garden Party (2008),Drama|Romance
96373,Broken (2012),Drama
96383,"Family Tree, The (2011)",Comedy|Drama
96401,"Je, tu, il, elle (I, You, He, She) (1976)",Drama
96405,Cinderella II: Dreams Come True (2002),Animation|Children|Fantasy
96407,Dark Horse (2011),Drama
96409,Black Roses (1988) ,Horror|Musical
96411,6 Days to Air: The Making of South Park (2011),Documentary
96413,Funeral Parade of Roses (Bara no sôretsu) (1969),Drama
96415,Doomsday Book (2012),Comedy|Drama|Horror|Sci-Fi
96417,Premium Rush (2012),Action|Thriller
96419,Letter Never Sent (Neotpravlennoye pismo) (1960),Drama|Romance
96421,Lonesome (1928),Comedy|Drama|Romance
96423,Evil Toons (1992),Comedy|Horror
96428,From the Life of the Marionettes (Aus dem Leben der Marionetten) (1980) ,Drama
96430,"Odd Life of Timothy Green, The (2012)",Comedy|Drama|Fantasy
96432,Lawless (2012),Crime|Drama
96435,Chameleon (Kaméleon) (2008),Comedy|Drama|Thriller
96448,Piranha 3DD (a.k.a. Piranha DD) (2012),Comedy|Horror
96451,Man Is Not a Bird (Covek nije tica) (1965),Drama|Romance
96456,ATM (2012),Horror|Thriller
96460,"Wave, The (1981)",Drama
96467,Sleepwalk with Me (2012),Comedy|Drama
96469,Dara Ó Briain Talks Funny: Live in London (2008),Comedy
96471,Prime Suspect 3 (1993),Crime|Drama|Mystery
96473,Prime Suspect: Inner Circles (1995),Drama|Mystery
96479,Nocturno 29 (1968),(no genres listed)
96481,American Mullet (2001),Documentary
96486,Prime Suspect 7: The Final Act (2006),Crime|Drama|Mystery|Thriller
96488,Searching for Sugar Man (2012),Documentary
96490,"Possession, The (2012)",Horror|Thriller
96496,6 Bullets (2012),Action|Crime|Thriller
96498,"Dinosaur Project, The (2012)",Adventure
96501,Little White Lies (Les petits mouchoirs) (2010),Comedy|Drama
96504,"Manzanar Fishing Club, The (2012)",Adventure|Documentary
96510,"Apparition, The (2012)",Horror|Thriller
96512,Dreams of  a Life (2011),Documentary
96514,Life for Sale (Kotirauha) (2011),Drama
96516,To Mars by A-Bomb: The Secret History of Project Orion (2003),Documentary
96518,"Last Witness, The (2003)",Drama|Thriller
96520,Prime Suspect: The Lost Child (1995),Drama|Mystery
96522,"Zero Years, The (2005)",Drama
96524,Bigfoot Lives (2007),Adventure|Documentary|Drama
96530,Conception (2011),Comedy|Romance
96532,Do We Really Need the Moon? (2011),Documentary
96535,French Film (2008),Comedy|Romance
96537,Backwoods (Bosque de sombras) (2006),Drama|Thriller
96539,"Californie, La (2006)",Drama
96543,The Great Northfield Minnesota Raid (1972),Action|Western
96545,"Mikado, The (1939)",Comedy|Musical
96547,"Model Couple, The (Le couple témoin) (1977)",Comedy
96563,Paradise Lost 3: Purgatory (2011),Documentary
96565,Bachelorette (2012),Comedy
96567,"Words, The (2012)",Drama|Romance
96569,Teddy Bear (10 timer til Paradis) (2012),Drama|Romance
96571,Soldier in the Rain (1963),Comedy|Drama
96574,For My Father (Sof Shavua B'Tel Aviv) (2008),Drama
96576,"Moment of Truth, The (Il momento della verità) (1965)",Drama
96578,Mr. Freedom (1969),Comedy
96585,La dama boba (2006),Comedy
96588,Pitch Perfect (2012),Comedy|Musical
96590,"Cold Light of Day, The (2012)",Action|Thriller
96592,Hello I Must Be Going (2012),Comedy|Drama|Romance
96594,Flowing (Nagareru) (1956),Drama
96596,Branded (2012),Action|Drama|Mystery|Sci-Fi
96598,"Wild Wild West Revisited, The (1979)",Action|Adventure|Sci-Fi|Western
96601,Icon (2005),Action|Adventure|Crime|Drama|Thriller
96603,"Sugar Curtain, The (El telón de azúcar) (2005)",Documentary
96606,Samsara (2011),Documentary
96608,Runaway Brain (1995) ,Animation|Comedy|Sci-Fi
96610,Looper (2012),Action|Crime|Sci-Fi
96612,Compliance (2012),Drama|Thriller
96614,Thy Womb (Sinapupunan) (2012),Drama
96616,That's My Boy (2012),Comedy
96621,Arthur and the Revenge of Maltazard (Arthur et la vengeance de Maltazard) (2009),Animation|Children|Fantasy
96629,Deathstalker (1983),Action|Adventure|Fantasy
96631,Deathstalker II (1987),Action|Adventure|Comedy|Fantasy
96634,Emergo (Apartment 143) (2011),Horror
96638,Klitschko (2011),Documentary
96640,Kinyarwanda (2011),Drama|Romance
96642,Nobody's Children (I figli di nessuno) (1952),Drama|Romance
